"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"2169",56769,"Consolidated Edison Development Inc.",60581,"Upton County Solar","TX","Upton","UCTX","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,150,150,150,12,2017,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,213,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,56769,"Consolidated Edison Development Inc.","Upton County Solar","2361 Letter B Road","McCamey","TX",79752,"Upton",31.241808,-102.29027,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Lower Colorado River Authority",11269,NA,138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2170",60348,"FL Solar 1, LLC",60582,"CoTAL Solar Farm","FL","Leon","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,20,20,20,12,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,28,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,60348,"FL Solar 1, LLC","CoTAL Solar Farm","5700 Springhill Rd.","Tallahassee","FL",32305,"Leon",30.37926,-84.353938,"SERC","TAL","City of Tallahassee",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-1297-000","Y","EG16-155-000","N","X",NA,"City of Tallahassee - (FL)",18445,"FL",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2171",60347,"AL Solar A, LLC",60583,"LaFayette Solar Farm","AL","Chambers","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,79.2,79.2,79.2,12,2017,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,116.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60347,"AL Solar A, LLC","LaFayette Solar Farm","11475 County Rd 83","LaFayette","AL",36862,"Chambers",32.876313,-85.38821,"SERC","SOCO","Southern Company Services, Inc. - Trans","NA",22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-208-001","Y","EG16-156-000","N","X",NA,"Alabama Power Co",195,"AL",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2172",19876,"Virginia Electric & Power Co",60584,"Oceana Solar","VA","Virginia Beach City","01","OP","Solar Photovoltaic","PV","Electric Utility",1,17.6,7,NA,12,2017,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,21.1,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,19876,"Virginia Electric & Power Co","Oceana Solar","Hornet Drive","Virginia Beach","VA",23453,"Virginia Beach City",36.789753,-76.051419,"SERC","PJM","PJM Interconnection, LLC",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"Virginia Electric & Power Co",19876,"VA",34.5,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2173",20065,"Walton Electric Member Corp",60585,"Mount Vernon Solar","GA","Walton","MV01","OP","Solar Photovoltaic","PV","Electric Utility",1,1,1,0.8,7,2015,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,20065,"Walton Electric Member Corp","Mount Vernon Solar","840 US Hgwy 78","Monroe","GA",30655,"Walton",33.8388,-83.638,"SERC","SOCO","Southern Company Services, Inc. - Trans",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Walton Electric Member Corp",20065,"GA",24.95,NA,NA,"N",NA,NA,NA,NA,NA,"N",NA
"2174",20065,"Walton Electric Member Corp",60586,"Pleasant Valley Solar","GA","Walton","PV01","OP","Solar Photovoltaic","PV","Electric Utility",1,2.5,2.5,2,4,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,3.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,20065,"Walton Electric Member Corp","Pleasant Valley Solar","42 Pleasant Valley Road","Monroe","GA",30655,"Walton",33.7368,-83.6971,"SERC","SOCO","Southern Company Services, Inc. - Trans",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Walton Electric Member Corp",20065,"GA",24.95,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2175",60352,"Golden Fields Solar I, LLC",60590,"Golden Fields Solar I, LLC","CA","Kern","RS1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,54,54,54,12,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,67.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60352,"Golden Fields Solar I, LLC","Golden Fields Solar I, LLC","Holiday Ave and 150th St. W","Rosamond","CA",93560,"Kern",34.839012,-118.386843,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"Southern California Edison Co",17609,"CA",220,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2176",60353,"Solar Star California, XLI, LLC",60591,"Solar Star California, XLI, LLC","CA","Kern","RS1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,54,54,54,12,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,67.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60353,"Solar Star California, XLI, LLC","Solar Star California, XLI, LLC","Holiday Ave and 150th St. W","Rosamond","CA",93560,"Kern",34.839012,-118.386843,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG16-54-000","N",NA,NA,"Southern California Edison Co",17609,"CA",220,NA,NA,"N",NA,NA,NA,NA,NA,"N",NA
"2177",60163,"Soltage LLC",60597,"Wayne Solar III LLC","NC","Wayne","WYN3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,7,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,6.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60163,"Soltage LLC","Wayne Solar III LLC","5538 US 70 E","Goldsboro","NC",27534,"Wayne",35.324377,-77.871225,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-108-000","N",NA,"N",NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2178",60163,"Soltage LLC",60598,"Wayne Solar II LLC","NC","Wayne","WYN2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,7,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,6.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60163,"Soltage LLC","Wayne Solar II LLC","1134 US Highway 13 South","Goldsboro","NC",27530,"Wayne",35.31556,-78.07948,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-73-000","N",NA,"N",NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2179",60163,"Soltage LLC",60599,"Duplin Solar I LLC (160 Houston Lane)","NC","Duplin","DPLN","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,7,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,191,25,6.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60163,"Soltage LLC","Duplin Solar I LLC (160 Houston Lane)","160 Houston Lane","Kenansville","NC",28349,"Duplin",34.960083,-77.980388,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-81-000","N",NA,"N",NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2180",61060,"Cypress Creek Renewables",60600,"Old Pageland Monroe Road Solar Farm","NC","Union","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5.3,5.3,5.3,11,2015,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,5.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Old Pageland Monroe Road Solar Farm","1023 Old Pageland Monroe Road","Monroe","NC",28113,"Union",34.95233,-80.48191,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","SP-3957 Sub 0","N",NA,"N",NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2181",61677,"Sol Systems",60601,"Bay Branch Solar","NC","Beaufort","BBSOL","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,20,7.5,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,61677,"Sol Systems","Bay Branch Solar","6411 US 17","Chocowinity","NC",27187,"Beaufort",35.4745,-77.1191,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-814-000","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2182",60163,"Soltage LLC",60602,"Wayne Solar I LLC","NC","Wayne","WYN1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,7,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,6.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60163,"Soltage LLC","Wayne Solar I LLC","1455 Indian Springs Road","Mount Olive","NC",28365,"Wayne",35.221083,-78.019026,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-40-000","N",NA,"N",NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2183",19728,"UNS Electric, Inc",60603,"Jacobson 5 MW Solar","AZ","Mohave","PV1","OP","Solar Photovoltaic","PV","Electric Utility",1,4.4,4.4,4.4,3,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,19728,"UNS Electric, Inc","Jacobson 5 MW Solar","2924 E. CALLE BLANCA","Kingman","AZ",85409,"Mohave",35.304528,-114.01183,"WECC","TEPC","Tucson Electric Power Company",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"UNS Electric, Inc",19728,"AZ",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2184",60947,"Tesla Inc.",60604,"Wye Mills VNEM CSG","MD","Queen Annes","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,10,10,10,8,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,13.7,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",13.7,60947,"Tesla Inc.","Wye Mills VNEM CSG","29500 Queen Anne Hwy","Queen Anne","MD",21657,"Queen Annes",38.94037,-76.045658,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Delmarva Power",5027,"MD",1,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2185",60947,"Tesla Inc.",60605,"CMEEC - Rogers Rd Solar","CT","New London","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,2,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.5,"Y",NA,NA,NA,NA,NA,"Y",1.5,"N",NA,60947,"Tesla Inc.","CMEEC - Rogers Rd Solar","82 Rogers Rd","Norwich","CT",6360,"New London",41.538324,-72.122544,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"City of Norwich - (CT)",13831,"CT",1,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2186",60947,"Tesla Inc.",60607,"CMEEC - Polaris Park Solar Hybrid","CT","New London","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3.5,3.5,3.5,8,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,4.8,"Y",NA,NA,NA,NA,NA,"Y",4.8,"N",NA,60947,"Tesla Inc.","CMEEC - Polaris Park Solar Hybrid","2 Lafayette Drive","Gordon","CT",6340,"New London",41.381256,-72.076886,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"Groton Dept of Utilities - (CT)",7716,"CT",1,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"2187",60947,"Tesla Inc.",60608,"CMEEC - Navy NE Trident","CT","New London","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,1.4,"Y",NA,NA,NA,NA,NA,"Y",1.4,"N",NA,60947,"Tesla Inc.","CMEEC - Navy NE Trident","1130 Pleasant Valley Rd N","Groton","CT",3640,"New London",41.39546,-72.079191,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"Groton Dept of Utilities - (CT)",7716,"CT",1,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2188",60947,"Tesla Inc.",60609,"CMEEC - Norwich Stott St Solar Hybrid","CT","New London","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3.5,3.5,3.5,12,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,15,4.8,"Y",NA,NA,NA,NA,NA,"Y",4.8,"N",NA,60947,"Tesla Inc.","CMEEC - Norwich Stott St Solar Hybrid","9 Stott Ave","Norwich","CT",6360,"New London",41.576946,-72.104609,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"City of Norwich - (CT)",13831,"CT",1,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"2189",60359,"Summit Farms LLC",60611,"Summit Farms Solar","NC","Currituck","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,60,60,60,12,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,0,84.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60359,"Summit Farms LLC","Summit Farms Solar","1374 Caratoke Highway","Moyock","NC",27958,"Currituck",36.4765,-76.136,"SERC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","16-152-000",NA,NA,NA,"Virginia Electric & Power Co",19876,"NC",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2190",60163,"Soltage LLC",60612,"Morin Solar 2013 LLC","MA","Worcester","MORIN","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4,4,4,12,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,5.6,"Y",NA,NA,NA,NA,"N","N",NA,"Y",5.6,60163,"Soltage LLC","Morin Solar 2013 LLC","414-547B Little Rest Rd","Warren","MA",1083,"Worcester",42.166995,-72.192896,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-337-001","N",NA,"N",NA,NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2191",60163,"Soltage LLC",60613,"Brookfield Solar 2013 LLC","MA","Worcester","NBKFD","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,12,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,2.5,"Y",NA,NA,NA,NA,"N","N",NA,"Y",2.5,60163,"Soltage LLC","Brookfield Solar 2013 LLC","12-12A Orchard Road","North Brookfield","MA",2451,"Worcester",42.25609,-72.067877,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-338-001","N",NA,"N",NA,NA,"Massachusetts Electric Co",11804,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2192",60163,"Soltage LLC",60614,"WYM 1250 Palmer LLC","MA","Hampden","PALMR","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,9,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.2,"Y",NA,NA,NA,NA,"N","N",NA,"Y",1.2,60163,"Soltage LLC","WYM 1250 Palmer LLC","69 Boston Road","Palmer","MA",1540,"Hampden",42.151092,-72.26974,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-336-001","N",NA,"N",NA,NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2193",60163,"Soltage LLC",60615,"Southern Sky Renew Energy Berkley LLC","MA","Bristol","BRKLY","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3,3,3,6,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,3.6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60163,"Soltage LLC","Southern Sky Renew Energy Berkley LLC","49 S. Main Street","Berkley","MA",2779,"Bristol",41.83777,-71.091296,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF14-599-001","N",NA,"N",NA,NA,"4-County Electric Power Assn",6641,"MS",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2194",60358,"BC Solar",60616,"BC Solar","OR","Lake","BCSLR","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,8,8,8,11,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,10.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60358,"BC Solar","BC Solar","95882 Stock Drive Ln.","Lakeview","OR",97630,"Lake",42.175,-120.3598,"WECC","PACW","PacifiCorp - West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","14-475-002","N",NA,"N",NA,NA,"PacifiCorp",14354,"OR",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2195",60369,"City of Worcester DPW",60621,"Worcester Landfill","MA","Worcester","WL","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,6.5,6.5,6.5,5,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,8.2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",8.2,60369,"City of Worcester DPW","Worcester Landfill","20 Nippnapp Trail","Worcester","MA",1604,"Worcester",42.219,-71.791,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"NSTAR Electric Company",54913,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"2196",60370,"DG AMP Solar, LLC",60622,"DG AMP Solar Bowling Green","OH","Wood","AMPBG","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,20,20,20,1,2017,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,28.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60370,"DG AMP Solar, LLC","DG AMP Solar Bowling Green","16520 Carter Rd.","Bowling Green","OH",43402,"Wood",41.396,-83.582,"RFC","PJM","PJM Interconnection, LLC","NA",22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"The Toledo Edison Co",18997,"OH",69,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2197",61694,"John Laing US Solar Corp.",60623,"Brantley Solar","NC","Nash","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,50.2,50.2,50.2,10,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,50.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61694,"John Laing US Solar Corp.","Brantley Solar","3707 Frazier Road","Spring Hope","NC",27882,"Nash",35.890485,-78.155153,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-343","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2198",61694,"John Laing US Solar Corp.",60624,"Fox Creek Solar","NC","Franklin","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,50.2,50.2,50.2,11,2018,NA,"N",NA,"Y",NA,NA,NA,NA,NA,NA,180,20,50.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61694,"John Laing US Solar Corp.","Fox Creek Solar","245 T. K. Allen Road","Louisburg","NC",27549,"Franklin",36.126912,-78.273106,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-344","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"2199",60365,"NRG Renew Canal 1 LLC",60625,"Renew Canal 1 CSG LLC","MA","Barnstable","CANAL","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.2,1.2,1.2,6,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,1.5,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",1.5,60365,"NRG Renew Canal 1 LLC","Renew Canal 1 CSG LLC","5 Tupper Road","Sandwich","MA",2563,"Barnstable",41.766987,-70.521172,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"NSTAR Electric Company",54913,"MA",22.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2200",61060,"Cypress Creek Renewables",60629,"Perkins Solar, LLC","NC","Person","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,10,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Perkins Solar, LLC","465 Cavel-Chub Lake Road","Roxboro","NC",27574,"Person",36.43741,-78.97198,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-7","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2201",61060,"Cypress Creek Renewables",60631,"Empire Solar","MN","Dakota","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,7,7,7,12,2016,"N",NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Empire Solar","2540 West 197th St.","Farmington","MN",55024,"Dakota",44.66438,-93.108809,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-1145","N",NA,"N",NA,NA,"Northern States Power Co",13780,"MI",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2202",61060,"Cypress Creek Renewables",60632,"Blue Lake Solar","MN","Scott","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3.9,3.9,3.9,12,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,3.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Blue Lake Solar","6957 County Road 101 E","Shakopee","MN",55379,"Scott",44.79642,-93.429593,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-1144","N",NA,"N",NA,NA,"Northern States Power Co",13780,"MI",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2203",61060,"Cypress Creek Renewables",60633,"Gainey Solar, LLC","NC","Bladen","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,10,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"N",180,20,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Gainey Solar, LLC","9546 US 701 Bus Hwy","Clarkton","NC",28434,"Bladen",34.499,-78.653,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF12-462","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2204",61060,"Cypress Creek Renewables",60634,"Auten Road Farm, LLC","NC","Gaston","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,12,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Auten Road Farm, LLC","2960 Monterrey Park Dr","Gastonia","NC",28054,"Gaston",35.30498,-81.13735,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","14-171-000","N",NA,"N","X",NA,"Duke Energy Progress - (NC)",3046,"NC",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"2205",61060,"Cypress Creek Renewables",60635,"Creech Solar 2, LLC","NC","Wake","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,6.8,6.8,6.8,12,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,6.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61060,"Cypress Creek Renewables","Creech Solar 2, LLC","Creech Rd","Garner","NC",27529,"Wake",35.72196,-78.60434,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","15-370","N",NA,"N",NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
